Sex,Age,Net Time,year,race,seconds,date,humidity,temp,heat.index,mean_pm25
FALSE,39,03:27:27,2003,HTX,12447,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:28:41,2003,HTX,12521,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:28:18,2003,HTX,12498,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,60,03:29:08,2003,HTX,12548,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:29:27,2003,HTX,12567,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,43,03:29:49,2003,HTX,12589,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:29:54,2003,HTX,12594,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,54,03:29:57,2003,HTX,12597,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:30:19,2003,HTX,12619,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:30:24,2003,HTX,12624,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:30:59,2003,HTX,12659,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,25,03:31:36,2003,HTX,12696,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,43,03:32:18,2003,HTX,12738,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:31:22,2003,HTX,12682,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,22,03:32:45,2003,HTX,12765,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:32:48,2003,HTX,12768,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:32:58,2003,HTX,12778,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:33:22,2003,HTX,12802,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:30:22,2003,HTX,12622,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:33:28,2003,HTX,12808,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:34:07,2003,HTX,12847,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,19,03:31:39,2003,HTX,12699,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:34:03,2003,HTX,12843,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,24,03:33:11,2003,HTX,12791,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:33:33,2003,HTX,12813,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:33:56,2003,HTX,12836,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,47,03:35:03,2003,HTX,12903,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,29,03:35:25,2003,HTX,12925,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:35:42,2003,HTX,12942,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,24,03:35:49,2003,HTX,12949,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:35:56,2003,HTX,12956,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:36:06,2003,HTX,12966,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:36:19,2003,HTX,12979,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:36:24,2003,HTX,12984,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:36:04,2003,HTX,12964,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,58,03:36:26,2003,HTX,12986,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:35:27,2003,HTX,12927,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,25,03:36:08,2003,HTX,12968,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,46,03:36:39,2003,HTX,12999,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:36:48,2003,HTX,13008,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:36:05,2003,HTX,12965,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,42,03:36:30,2003,HTX,12990,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,42,03:37:16,2003,HTX,13036,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:36:45,2003,HTX,13005,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,23,03:37:16,2003,HTX,13036,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,43,03:37:38,2003,HTX,13058,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:35:28,2003,HTX,12928,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,22,03:37:17,2003,HTX,13037,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:37:28,2003,HTX,13048,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:38:14,2003,HTX,13094,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,27,03:38:18,2003,HTX,13098,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,24,03:37:38,2003,HTX,13058,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:38:26,2003,HTX,13106,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,23,03:38:29,2003,HTX,13109,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:38:31,2003,HTX,13111,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:38:41,2003,HTX,13121,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,48,03:38:15,2003,HTX,13095,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:37:45,2003,HTX,13065,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,48,03:39:09,2003,HTX,13149,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,23,03:37:48,2003,HTX,13068,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:38:07,2003,HTX,13087,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:39:08,2003,HTX,13148,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,43,03:39:15,2003,HTX,13155,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:39:24,2003,HTX,13164,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:39:28,2003,HTX,13168,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:39:53,2003,HTX,13193,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,27,03:40:11,2003,HTX,13211,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,46,03:38:45,2003,HTX,13125,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,30,03:41:30,2003,HTX,13290,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:42:03,2003,HTX,13323,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,48,03:42:02,2003,HTX,13322,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:41:26,2003,HTX,13286,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,42,03:41:52,2003,HTX,13312,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:42:24,2003,HTX,13344,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:42:45,2003,HTX,13365,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:43:00,2003,HTX,13380,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:42:58,2003,HTX,13378,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:43:03,2003,HTX,13383,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,48,03:43:08,2003,HTX,13388,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:43:00,2003,HTX,13380,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:41:39,2003,HTX,13299,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:43:26,2003,HTX,13406,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:43:21,2003,HTX,13401,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:43:44,2003,HTX,13424,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,51,03:43:17,2003,HTX,13397,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,29,03:42:14,2003,HTX,13334,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:42:15,2003,HTX,13335,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:44:34,2003,HTX,13474,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:41:12,2003,HTX,13272,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:43:56,2003,HTX,13436,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:44:37,2003,HTX,13477,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:44:43,2003,HTX,13483,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:44:44,2003,HTX,13484,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,46,03:45:17,2003,HTX,13517,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:44:50,2003,HTX,13490,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,45,03:44:26,2003,HTX,13466,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,33,03:45:31,2003,HTX,13531,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:43:47,2003,HTX,13427,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:45:28,2003,HTX,13528,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:44:25,2003,HTX,13465,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:43:48,2003,HTX,13428,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:45:06,2003,HTX,13506,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:45:55,2003,HTX,13555,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:45:41,2003,HTX,13541,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:45:48,2003,HTX,13548,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:46:08,2003,HTX,13568,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:43:44,2003,HTX,13424,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:45:54,2003,HTX,13554,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,43,03:46:23,2003,HTX,13583,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:46:19,2003,HTX,13579,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:44:31,2003,HTX,13471,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,19,03:46:24,2003,HTX,13584,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:46:48,2003,HTX,13608,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:46:48,2003,HTX,13608,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:47:29,2003,HTX,13649,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:47:21,2003,HTX,13641,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,27,03:47:22,2003,HTX,13642,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,33,03:47:39,2003,HTX,13659,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:47:47,2003,HTX,13667,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:47:25,2003,HTX,13645,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,29,03:48:10,2003,HTX,13690,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,37,03:48:05,2003,HTX,13685,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:48:16,2003,HTX,13696,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:47:56,2003,HTX,13676,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,45,03:48:58,2003,HTX,13738,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:49:15,2003,HTX,13755,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,19,03:49:04,2003,HTX,13744,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,51,03:49:29,2003,HTX,13769,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:47:22,2003,HTX,13642,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:48:37,2003,HTX,13717,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,50,03:49:55,2003,HTX,13795,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:49:49,2003,HTX,13789,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,49,03:48:59,2003,HTX,13739,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,46,03:47:03,2003,HTX,13623,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,22,03:47:44,2003,HTX,13664,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,24,03:47:02,2003,HTX,13622,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:48:53,2003,HTX,13733,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:49:39,2003,HTX,13779,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,42,03:50:18,2003,HTX,13818,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,30,03:50:45,2003,HTX,13845,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,36,03:50:45,2003,HTX,13845,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:49:23,2003,HTX,13763,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,42,03:50:35,2003,HTX,13835,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,47,03:50:39,2003,HTX,13839,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:51:18,2003,HTX,13878,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,29,03:51:22,2003,HTX,13882,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,22,03:51:14,2003,HTX,13874,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,50,03:51:53,2003,HTX,13913,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:51:53,2003,HTX,13913,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,45,03:49:38,2003,HTX,13778,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:51:38,2003,HTX,13898,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:52:15,2003,HTX,13935,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,33,03:52:08,2003,HTX,13928,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:52:26,2003,HTX,13946,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,21,03:52:57,2003,HTX,13977,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,42,03:51:49,2003,HTX,13909,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,23,03:51:20,2003,HTX,13880,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,49,03:52:17,2003,HTX,13937,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:52:45,2003,HTX,13965,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:53:11,2003,HTX,13991,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,22,03:52:35,2003,HTX,13955,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,32,03:53:23,2003,HTX,14003,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:53:26,2003,HTX,14006,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:50:24,2003,HTX,13824,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:52:18,2003,HTX,13938,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,26,03:54:05,2003,HTX,14045,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,45,03:53:52,2003,HTX,14032,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,38,03:53:28,2003,HTX,14008,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:54:04,2003,HTX,14044,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,46,03:54:42,2003,HTX,14082,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:52:04,2003,HTX,13924,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:54:09,2003,HTX,14049,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:55:41,2003,HTX,14141,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,24,03:55:41,2003,HTX,14141,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,40,03:53:22,2003,HTX,14002,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:55:02,2003,HTX,14102,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,39,03:54:52,2003,HTX,14092,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,34,03:55:42,2003,HTX,14142,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:53:13,2003,HTX,13993,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,28,03:55:25,2003,HTX,14125,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,45,03:55:06,2003,HTX,14106,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,45,03:54:05,2003,HTX,14045,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,41,03:55:25,2003,HTX,14125,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,27,03:54:23,2003,HTX,14063,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:55:54,2003,HTX,14154,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,31,03:55:59,2003,HTX,14159,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,44,03:56:21,2003,HTX,14181,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,35,03:56:05,2003,HTX,14165,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
FALSE,33,03:55:15,2003,HTX,14115,2003-01-19,3.537300042808056,1.9099975585937727,1.91,11.05148148148148
